#RPLIDAR SCAN DATA
#COUNT=132948
#Angule	Distance	Quality
61.1094 239.0 47
60.8438 238.0 47
60.8125 236.0 47
61.5469 235.0 47
62.0156 234.0 47
64.3750 233.0 47
63.5938 232.0 47
65.5781 230.0 47
66.1719 229.0 47
65.1563 228.0 47
66.8906 227.0 47
67.9844 226.0 47
68.5938 225.0 47
67.5625 224.0 47
69.7969 223.0 47
70.3906 222.0 47
71.0156 221.0 47
71.5938 220.0 47
72.2031 219.0 47
71.5469 219.0 47
73.4063 218.0 47
73.1250 217.0 47
74.6094 216.0 47
74.7031 216.0 47
74.5625 215.0 47
76.4219 215.0 47
77.0156 214.0 47
76.3750 214.0 47
77.4688 213.0 47
78.8281 212.0 47
78.2969 212.0 47
80.0313 212.0 47
80.1563 211.0 47
80.3594 211.0 47
81.8438 211.0 47
82.4375 210.0 47
83.0469 210.0 47
83.6719 210.0 47
84.2500 209.0 47
84.7344 209.0 47
85.4531 209.0 47
86.0625 209.0 47
86.6719 209.0 47
86.5156 209.0 47
87.8906 208.0 47
88.4688 208.0 47
89.0781 208.0 47
89.6875 208.0 47
90.2813 208.0 47
90.8906 208.0 47
90.6094 208.0 47
92.1094 208.0 47
92.7031 208.0 47
92.1719 208.0 47
93.9063 208.0 47
94.5000 209.0 47
95.1094 209.0 47
95.7188 209.0 47
95.4375 209.0 47
95.9063 209.0 47
97.5156 209.0 47
98.1094 210.0 47
98.7188 210.0 47
99.3125 210.0 47
99.5469 211.0 47
100.5156 211.0 47
101.1094 211.0 47
100.7188 212.0 47
102.3125 212.0 47
102.9219 213.0 47
103.5156 213.0 47
104.1250 213.0 47
104.7188 214.0 47
105.3281 215.0 47
105.9219 215.0 47
106.5156 215.0 47
107.1250 216.0 47
107.0938 217.0 47
108.3281 217.0 47
108.9219 218.0 47
108.5313 219.0 47
110.3906 219.0 47
110.7188 220.0 47
111.3281 222.0 47
113.5000 869.0 47
115.0781 772.0 47
114.7969 1391.0 47
116.4844 1429.0 47
117.0781 1430.0 47
117.8125 1346.0 47
240.6094 211.0 47
240.4688 212.0 47
241.8125 213.0 47
242.4219 214.0 47
243.0156 215.0 47
243.6250 216.0 47
244.2188 217.0 47
243.8281 219.0 47
245.4219 220.0 47
244.5313 222.0 47
245.2500 224.0 47
246.9844 225.0 47
246.2031 228.0 47
246.6875 230.0 47
247.9063 232.0 47
249.3906 234.0 47
250.4844 237.0 47
250.8438 240.0 47
249.4375 244.0 47
251.9219 248.0 47
250.8906 254.0 47
251.2500 262.0 47
253.7813 642.0 47
254.3906 646.0 47
257.0625 456.0 47
256.0469 905.0 47
256.6563 910.0 47
257.2500 923.0 47
259.4844 441.0 47
260.0781 439.0 47
260.8125 438.0 47
261.5625 437.0 47
262.0156 437.0 47
262.7500 437.0 47
263.3438 436.0 47
264.0781 436.0 47
264.4375 435.0 47
265.2813 434.0 47
265.6250 434.0 47
266.2188 433.0 47
266.8281 433.0 47
267.5469 434.0 47
268.0156 432.0 47
268.6094 432.0 47
269.3438 431.0 47
270.0625 432.0 47
270.4063 433.0 47
271.1406 431.0 47
271.7344 434.0 47
272.2031 433.0 47
273.0469 434.0 47
273.2813 435.0 47
274.0000 435.0 47
274.5938 436.0 47
275.2031 437.0 47
276.0469 436.0 47
276.3906 437.0 47
277.1094 438.0 47
277.5938 439.0 47
278.0625 440.0 47
278.9063 440.0 47
279.5156 441.0 47
280.1094 442.0 47
280.4531 443.0 47
281.0469 444.0 47
281.9063 444.0 47
282.5000 446.0 47
282.9688 447.0 47
283.4531 448.0 47
284.1719 449.0 47
284.6406 445.0 47
285.6250 434.0 47
286.2188 415.0 47
287.0781 397.0 47
287.7969 384.0 47
288.4063 369.0 47
289.2500 355.0 47
289.9688 343.0 47
291.0938 332.0 47
291.5469 322.0 47
292.0313 312.0 47
293.0000 303.0 47
293.3594 301.0 47
294.7031 301.0 47
294.5625 303.0 47
295.4063 305.0 47
296.2500 306.0 47
296.2344 307.0 47
297.5781 309.0 47
298.1875 310.0 47
298.2813 312.0 47
298.8906 314.0 47
299.1094 315.0 47
299.7031 317.0 47
300.1875 318.0 47
300.9063 320.0 47
301.5156 322.0 47
301.9844 324.0 47
303.0938 326.0 47
303.8125 328.0 47
303.7969 331.0 47
304.8906 333.0 47
305.3594 335.0 47
305.4688 336.0 47
306.5625 339.0 47
307.0469 341.0 47
307.2656 344.0 47
308.2344 347.0 47
308.7188 349.0 47
308.8125 352.0 47
309.9219 354.0 47
310.3906 358.0 47
310.4844 362.0 47
311.4844 366.0 47
312.0625 374.0 47
313.3125 603.0 47
313.9219 610.0 47
314.5156 616.0 47
315.0000 624.0 47
315.5938 628.0 47
316.0625 636.0 47
316.6719 642.0 47
317.2656 649.0 47
317.8594 655.0 47
318.5938 664.0 47
319.0625 672.0 47
319.5469 681.0 47
320.2656 689.0 47
320.7500 699.0 47
321.3438 709.0 47
321.8125 717.0 47
322.5469 726.0 47
323.0156 737.0 47
323.6094 746.0 47
324.2188 758.0 47
324.8125 768.0 47
325.4219 780.0 47
325.8906 790.0 47
326.4844 805.0 47
327.0938 817.0 47
327.5625 831.0 47
328.2813 844.0 47
328.7656 857.0 47
329.2344 873.0 47
329.8438 890.0 47
331.0313 924.0 47
332.9531 899.0 47
335.3594 871.0 47
336.5625 867.0 47
337.1563 867.0 47
337.6250 862.0 47
338.3594 860.0 47
338.9531 858.0 47
339.6875 847.0 47
340.1563 844.0 47
340.8750 845.0 47
341.3594 845.0 47
342.0781 831.0 47
342.5625 832.0 47
343.2813 830.0 47
343.7656 823.0 47
344.3594 818.0 47
345.0938 813.0 47
345.5625 819.0 47
346.1719 814.0 47
346.8906 811.0 47
347.5000 809.0 47
348.0938 813.0 47
348.7031 811.0 47
349.1719 806.0 47
350.0156 801.0 47
350.5000 804.0 47
351.0938 803.0 47
351.7031 800.0 47
352.2969 802.0 47
352.9063 800.0 47
353.6250 794.0 47
354.1094 798.0 47
354.7031 798.0 47
355.3125 796.0 47
355.9063 793.0 47
356.5156 796.0 47
357.1094 794.0 47
357.7188 795.0 47
358.3125 797.0 47
358.9219 796.0 47
359.5156 797.0 47
0.1094 798.0 47
0.7188 794.0 47
1.4375 797.0 47
1.9063 796.0 47
2.5156 799.0 47
3.2344 798.0 47
3.5938 797.0 47
4.3125 809.0 47
4.9219 802.0 47
5.5156 808.0 47
6.1094 805.0 47
6.7031 805.0 47
7.3125 802.0 47
7.9063 809.0 47
8.5156 811.0 47
9.1094 812.0 47
9.7031 813.0 47
10.1875 818.0 47
10.7813 817.0 47
11.3750 829.0 47
11.9844 828.0 47
12.7031 833.0 47
13.7813 826.0 47
15.2344 757.0 47
15.9531 726.0 47
16.5469 698.0 47
17.2813 671.0 47
18.0000 647.0 47
18.4844 628.0 47
19.3281 606.0 47
19.9375 587.0 47
20.6563 570.0 47
21.2656 552.0 47
21.9844 535.0 47
22.5938 522.0 47
23.3125 507.0 47
24.0469 493.0 47
24.7656 482.0 47
25.5000 469.0 47
25.9688 459.0 47
26.7188 449.0 47
27.5469 438.0 47
28.2813 428.0 47
28.7500 420.0 47
29.4844 412.0 47
30.0781 404.0 47
30.8125 395.0 47
31.2813 388.0 47
32.2656 382.0 47
32.6094 375.0 47
33.5938 368.0 47
34.4531 361.0 47
35.1719 355.0 47
35.8906 349.0 47
36.0000 344.0 47
36.8438 340.0 47
37.9688 335.0 47
38.1719 329.0 47
39.0313 325.0 47
39.8750 320.0 47
40.6094 316.0 47
40.8281 312.0 47
41.4219 309.0 47
42.0313 304.0 47
43.3750 300.0 47
43.3594 297.0 47
44.5781 294.0 47
44.8125 291.0 47
45.5313 288.0 47
46.4063 284.0 47
46.8594 281.0 47
47.8438 279.0 47
48.5625 276.0 47
48.9219 274.0 47
49.1406 271.0 47
49.8750 268.0 47
50.3438 266.0 47
51.9375 264.0 47
51.7969 262.0 47
52.7656 259.0 47
53.1250 257.0 47
54.7188 255.0 47
54.4531 253.0 47
55.4219 251.0 47
56.7813 249.0 47
57.3750 248.0 47
58.4844 246.0 47
57.5781 244.0 47
58.0625 243.0 47
59.5313 241.0 47
60.3906 239.0 47
60.3594 238.0 47
62.5938 236.0 47
61.4375 235.0 47
63.7969 234.0 47
64.3906 232.0 47
63.6250 232.0 47
64.3438 230.0 47
66.0938 229.0 47
66.7969 228.0 47
67.4063 227.0 47
68.0000 225.0 47
68.6094 225.0 47
69.2031 224.0 47
69.5625 223.0 47
69.4063 222.0 47
71.0156 221.0 47
70.7344 220.0 47
72.2188 219.0 47
72.0781 219.0 47
73.4219 218.0 47
72.7813 217.0 47
74.6250 216.0 47
75.2344 216.0 47
75.8281 215.0 47
76.4375 215.0 47
77.0313 214.0 47
77.6406 214.0 47
78.2344 213.0 47
77.9688 213.0 47
78.9375 212.0 47
80.0469 212.0 47
79.7656 211.0 47
80.7500 211.0 47
81.8594 211.0 47
82.4531 210.0 47
83.0625 210.0 47
83.6719 210.0 47
84.2656 209.0 47
84.8594 209.0 47
85.4688 209.0 47
85.0781 209.0 47
86.6719 209.0 47
87.2656 209.0 47
87.8906 208.0 47
87.8438 208.0 47
89.0781 208.0 47
88.5469 208.0 47
90.2813 208.0 47
90.8750 208.0 47
91.4844 208.0 47
92.0781 208.0 47
92.6875 208.0 47
